level_0,index,facility,plz,heat_supply,heat_consumption,power_consumption,district,year,facility_type,District_Overview,Heat_Consumption_per_District,Year_Overview,Facility_Type_Overview,District_Detail,Power_Consumption_District_Facility_Type_Year,District_Results,Power_Consumption_per_District,Facility_type_Overview,power_consumption,Facility_Type_Results,Heat_Consumption_per_Facility_Type
1652,1652,Friedhof Dahlem - Königin-Luise-Straße 57,14195,Nachtspeicher-heizung,10345,756,Steglitz-Zehlendorf,2019,Denkmal,,,,,,,,,,,,
1653,1653,Friedhof Wannsee - Friedensstraße 8 / 10,14109,Gas,11558,787,Steglitz-Zehlendorf,2019,Platz,,,,,,,,,,,,
1654,1654,Friedhof Zehlendorf - Onkel-Tom-Straße 26 / 30,14165,Gas,46484,275263,Steglitz-Zehlendorf,2019,Denkmal,,,,,,,,,,,,
1655,1655,Waldfriedhof Dahlem - Hüttenweg 47,14195,Gas,104552,8001,Steglitz-Zehlendorf,2019,Denkmal,,,,,,,,,,,,
1656,1656,Waldfriedhof Zehlendorf - Wasgensteig 30,14129,Gas,323614,54881,Steglitz-Zehlendorf,2019,Denkmal,,,,,,,,,,,,
1657,1657,Berliner Str. 15a,14169,Gas,110034,11004,Steglitz-Zehlendorf,2019,Other,,,,,,,,,,,,
1658,1658,Berliner Str. 19,14169,Gas,181245,48400,Steglitz-Zehlendorf,2019,Other,,,,,,,,,,,,
1659,1659,Ahorn-Schule,12587,Fernwärme,475650,58400,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1660,1660,Ahorn-Schule,12587,Erdgas,442174,49050,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1661,1661,Albatros-Schule,12459,Erdgas,884206,108959,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1662,1662,Alexander-von-Humboldt-Schule,12555,Erdgas,121775,6835,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1663,1663,Alexander-von-Humboldt-Schule,12555,Erdgas,1551040,111593,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1664,1664,Amtsfeld-Schule,12559,Fernwärme,387954,53125,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1665,1665,Amtsfeld-Schule,12559,Fernwärme,131852,11300,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1666,1666,Anna-Seghers-Schule,12489,Fernwärme,1659766,239746,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1667,1667,Anne-Frank-Schule,12524,Fernwärme,1183666,190599,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1668,1668,Archenhold-Gymnasium,12439,Fernwärme,1034154,205856,Treptow - Kopernick,2019,Sport,,,,,,,,,,,,
1669,1669,Ballspielhalle Friedenstraße,12555,Erdgas,549107,208207,Treptow - Kopernick,2019,Platz,,,,,,,,,,,,
1670,1670,BDG Amtsstraße,12555,Fernwärme,155887,30157,Treptow - Kopernick,2019,Platz,,,,,,,,,,,,
1671,1671,BDG Bürgerhaus Altglienicke,12524,Fernwärme,243321,52014,Treptow - Kopernick,2019,Kultur,,,,,,,,,,,,
1672,1672,BDG Freiheit 16,12555,Erdgas,170088,56500,Treptow - Kopernick,2019,Other,,,,,,,,,,,,
1673,1673,BDG Friedrichshagener Straße,12555,Erdgas,162018,9206,Treptow - Kopernick,2019,Other,,,,,,,,,,,,
1674,1674,BDG Groß-Berliner-Damm,12489,Fernwärme,155195,82500,Treptow - Kopernick,2019,Other,,,,,,,,,,,,
1675,1675,BDG Hans-Schmidt-Str. 10,12489,Fernwärme,184063,80315,Treptow - Kopernick,2019,Other,,,,,,,,,,,,
1676,1676,BDG Hans-Schmidt-Str. 16,12489,Fernwärme,277289,138150,Treptow - Kopernick,2019,Other,,,,,,,,,,,,
1677,1677,BDG Hans-Schmidt-Str. 18,12489,Fernwärme,275189,67250,Treptow - Kopernick,2019,Other,,,,,,,,,,,,
1678,1678,BDG Hasselwerder Straße,12439,Fernwärme,31515,4597,Treptow - Kopernick,2019,Other,,,,,,,,,,,,
1679,1679,BDG Luisenstraße,12555,Fernwärme,326183,39151,Treptow - Kopernick,2019,Platz,,,,,,,,,,,,
1680,1680,BDG Michael-Brückner-Straße,12439,Erdgas,138058,23272,Treptow - Kopernick,2019,Other,,,,,,,,,,,,
1681,1681,BDG Myliusgarten,12587,Fernwärme,162170,21679,Treptow - Kopernick,2019,Other,,,,,,,,,,,,
1682,1682,BDG Oberspreestraße,12555,Erdgas,29958,1314,Treptow - Kopernick,2019,Platz,,,,,,,,,,,,
1683,1683,BDG Rinkartstraße,12437,Erdgas,410681,75664,Treptow - Kopernick,2019,Platz,,,,,,,,,,,,
1684,1684,BDG Salvador-Allende-Straße,12559,Fernwärme,206107,61666,Treptow - Kopernick,2019,Other,,,,,,,,,,,,
1685,1685,BDG und Musikschule,12489,Fernwärme,100605,53785,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1686,1686,"Begegnungszentrum ""Gerard Philipe""",12435,Fernwärme,95686,53313,Treptow - Kopernick,2019,Kultur,,,,,,,,,,,,
1687,1687,Bibliothek Friedrichshagen,12587,Fernwärme,92129,7577,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1688,1688,Bouché-Schule,12435,Fernwärme,567464,75250,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1689,1689,Bouché-Schule,12435,Fernwärme,333226,12560,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1690,1690,Dorfclub Müggelheim,12559,Erdgas,58667,6182,Treptow - Kopernick,2019,Other,,,,,,,,,,,,
1691,1691,Edison-Schule,12459,Fernwärme,470389,81404,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1692,1692,ehem. BDG / Mischnutzung,12526,Erdgas,1524450,49780,Treptow - Kopernick,2019,Other,,,,,,,,,,,,
1693,1693,ehem. Kita / Lagernutzung,12589,Erdgas,6318,4811,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1694,1694,ehem. Musikschule / Lagernutzung,12555,Erdgas,168439,1805,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1695,1695,ehem.Schule / Verwaltungsgebäude,12435,Nahwärme,207934,45660,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1696,1696,Emmy-Noether-Gymnasium,12555,Fernwärme,188032,7149,Treptow - Kopernick,2019,Sport,,,,,,,,,,,,
1697,1697,Emmy-Noether-Gymnasium,12559,Fernwärme,764313,175922,Treptow - Kopernick,2019,Sport,,,,,,,,,,,,
1698,1698,Familienbegegnungszentrum Altglienicke,12524,Erdgas,118828,8676,Treptow - Kopernick,2019,Kultur,,,,,,,,,,,,
1699,1699,Flachbau / Nutzung Tiertafel,12437,Erdgas,65571,8005,Treptow - Kopernick,2019,Other,,,,,,,,,,,,
1700,1700,Freilandlabor Kaniswall,15537,Flüssiggas,108114,11070,Treptow - Kopernick,2019,Other,,,,,,,,,,,,
1701,1701,Friedhof Adlershof,12489,Erdgas,22156,573,Treptow - Kopernick,2019,Denkmal,,,,,,,,,,,,
1702,1702,Friedhof Altglienicke,12524,Erdgas,142437,4827,Treptow - Kopernick,2019,Denkmal,,,,,,,,,,,,
1703,1703,Friedhof Baumschulenweg,12437,Erdgas,168958,5997,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1704,1704,Friedhof Grünau,12527,Erdgas,61494,7466,Treptow - Kopernick,2019,Denkmal,,,,,,,,,,,,
1705,1705,Friedhof Müggelheim,12559,Heizöl,70147,2416,Treptow - Kopernick,2019,Denkmal,,,,,,,,,,,,
1706,1706,Friedhof Oberschöneweide,12459,Erdgas,167767,18339,Treptow - Kopernick,2019,Denkmal,,,,,,,,,,,,
1707,1707,Friedhof Rahnsdorf,12589,Erdgas,84539,5173,Treptow - Kopernick,2019,Denkmal,,,,,,,,,,,,
1708,1708,Friedrichshagener Schule,12587,Fernwärme,86848,5525,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1709,1709,Friedrichshagener Schule,12587,Fernwärme,521019,86010,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1710,1710,Fritz-Kühn-Schule,12526,Erdgas,812811,126766,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1711,1711,Fuhrpark,12459,Nahwärme,151019,19200,Treptow - Kopernick,2019,Platz,,,,,,,,,,,,
1712,1712,Gartenarbeitsschule,12555,Flüssiggas,33857,4594,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1713,1713,Gebr.-Montgolfier-Schule,12487,Fernwärme,595716,144173,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1714,1714,Gerhart-Hauptmann-Schule,12587,Fernwärme,901051,168126,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1715,1715,Grünauer Schule,12527,Erdgas,681333,78979,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1716,1716,Grünauer Schule,12527,Erdgas,380201,96500,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1717,1717,Grünauer Schule,12527,Strom,54092,12294,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1718,1718,Hans-Grade-Schule,12487,Fernwärme,611413,81700,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1719,1719,Hauptmann-von-Köpenick-Schule,12555,Erdgas,852731,64800,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1720,1720,Hauptmann-von-Köpenick-Schule,12555,Erdgas,398941,12250,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1721,1721,Haus der Begegnung,12559,Erdgas,157671,9045,Treptow - Kopernick,2019,Kultur,,,,,,,,,,,,
1722,1722,Heide-Schule,12489,Erdgas,107177,16889,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1723,1723,Heide-Schule,12489,Fernwärme,371797,101111,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1724,1724,Heide-Schule,12489,Erdgas,771200,58200,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1725,1725,Heimatmuseum Köpenick,12555,Erdgas,47647,18775,Treptow - Kopernick,2019,Kultur,,,,,,,,,,,,
1726,1726,Isaac-Newton-Schule,12459,Fernwärme,1001924,98300,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1727,1727,JFE Bude,12559,Strom,4814,1094,Treptow - Kopernick,2019,Other,,,,,,,,,,,,
1728,1728,JFE Hasselwerder Straße,12439,Fernwärme,147402,26295,Treptow - Kopernick,2019,Other,,,,,,,,,,,,
1729,1729,JFE Würfel,12559,Fernwärme,58837,9788,Treptow - Kopernick,2019,Other,,,,,,,,,,,,
1730,1730,Jugendclub WK 14,12459,Erdgas,73047,5008,Treptow - Kopernick,2019,Other,,,,,,,,,,,,
1731,1731,Jugendfreizeiteinrichtung,12555,Erdgas,90651,6359,Treptow - Kopernick,2019,Platz,,,,,,,,,,,,
1732,1732,Jugendkunstschule,12555,Erdgas,47584,3424,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1733,1733,Jugendverkehrsschule,12459,Heizöl,57277,8214,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1734,1734,Jugendzentrum,12524,Erdgas,33630,2162,Treptow - Kopernick,2019,Kultur,,,,,,,,,,,,
1735,1735,Käthe-Tucholla-Stadion,12439,Erdgas,227371,58956,Treptow - Kopernick,2019,Other,,,,,,,,,,,,
1736,1736,Kegelbahn Rudower Straße,12439,Erdgas,175171,32460,Treptow - Kopernick,2019,Other,,,,,,,,,,,,
1737,1737,Kegelsportzentum,12555,Erdgas,355559,134526,Treptow - Kopernick,2019,Sport,,,,,,,,,,,,
1738,1738,Kiefholz-Grundschule,12435,Fernwärme,255430,48550,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1739,1739,Kiezklub Köpenick und Kita,12557,Nahwärme,156477,10594,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1740,1740,Kulturzentrum Alte Möbelfabrik,12555,Erdgas,73640,7671,Treptow - Kopernick,2019,Kultur,,,,,,,,,,,,
1741,1741,Kulturzentrum Alte Schule,12489,Erdgas,342123,83900,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1742,1742,Leistungszentrum Sportschießen,12524,Erdgas,251943,123310,Treptow - Kopernick,2019,Sport,,,,,,,,,,,,
1743,1743,Litographiewerkstatt,12435,Erdgas,23415,5454,Treptow - Kopernick,2019,Other,,,,,,,,,,,,
1744,1744,Melli-Beese-Schule,12487,Fernwärme,674740,102176,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1745,1745,Merian-Schule,12555,Nahwärme,570020,97070,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1746,1746,Merian-Schule,12555,Erdgas,793933,119420,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1747,1747,Mittelpunktbibliothek Alte Feuerwache,12439,Fernwärme,194744,125725,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1748,1748,Mittelpunktbibliothek Köpenick,12555,Erdgas,356293,116673,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1749,1749,Müggelheimer Schule,12559,Erdgas,777033,72382,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1750,1750,Müggelschlößchen-Schule,12559,Fernwärme,470921,39303,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1751,1751,Müggelschlößchen-Schule,12559,Fernwärme,320621,24462,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1752,1752,Müggelsee-Schule,12587,Erdgas,335213,31881,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1753,1753,Müggelsee-Schule,12587,Fernwärme,67413,5951,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1754,1754,Musikschule Köpenick,12555,Erdgas,349661,35278,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1755,1755,Nachbarschaftszentrum Hessenwinkel,12589,Erdgas,51217,19553,Treptow - Kopernick,2019,Kultur,,,,,,,,,,,,
1756,1756,Rathaus Johannisthal,12487,Fernwärme,244503,32176,Treptow - Kopernick,2019,Kultur,,,,,,,,,,,,
1757,1757,Rathaus Köpenick,12555,Erdgas,1448005,301764,Treptow - Kopernick,2019,Kultur,,,,,,,,,,,,
1758,1758,Rathaus Treptow,12435,Fernwärme,970640,174906,Treptow - Kopernick,2019,Kultur,,,,,,,,,,,,
1759,1759,Regattastrecke,12527,Erdgas,1452263,215816,Treptow - Kopernick,2019,Other,,,,,,,,,,,,
1760,1760,Revier-/Gärtnerstützpunkt,12437,Erdgas,16322,2514,Treptow - Kopernick,2019,Other,,,,,,,,,,,,
1761,1761,Revierstützpunkt I,12435,Erdgas,97293,14667,Treptow - Kopernick,2019,Other,,,,,,,,,,,,
1762,1762,Revierstützpunkt I,12435,Erdgas,85215,2887,Treptow - Kopernick,2019,Other,,,,,,,,,,,,
1763,1763,Revierstützpunkt II,12489,Erdgas,236670,9393,Treptow - Kopernick,2019,Other,,,,,,,,,,,,
1764,1764,Revierstützpunkt II,12437,Erdgas,205284,8543,Treptow - Kopernick,2019,Other,,,,,,,,,,,,
1765,1765,Revierstützpunkt III,12459,Flüssiggas,114014,894,Treptow - Kopernick,2019,Other,,,,,,,,,,,,
1766,1766,Revierstützpunkt IV,12587,Erdgas,242901,32985,Treptow - Kopernick,2019,Other,,,,,,,,,,,,
1767,1767,Revierstützpunkt V,12559,Fernwärme,63687,3457,Treptow - Kopernick,2019,Other,,,,,,,,,,,,
1768,1768,Schmöckwitzer Insel-Schule,12527,Erdgas,718564,81950,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1769,1769,Schule am Altglienicker Wasserturm,12524,Erdgas,421780,66000,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1770,1770,Schule am Berg,12524,Erdgas,666482,102150,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1771,1771,Schule am Berg,12524,Strom,22454,21473,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1772,1772,Schule am Buntzelberg,12526,Erdgas,473438,100077,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1773,1773,Schule am Ginkobaum,12487,Fernwärme,355113,109400,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1774,1774,Schule am Heidekampgraben,12437,Erdgas,424694,60180,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1775,1775,Schule am Mohnweg,12524,Fernwärme,945016,134334,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1776,1776,Schule am Pegasuseck,12524,Fernwärme,896181,42974,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1777,1777,"Schule am Wildgarten
Schule an den Püttbergen",12437,Fernwärme,499814,57050,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1778,1778,Schule an der alten Feuerwache,12439,Fernwärme,671330,95092,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1779,1779,Schule an der Dahme,12557,Erdgas,1103658,102416,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1780,1780,Schule an der Wuhlheide,12459,Fernwärme,251760,50250,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1781,1781,Schule an der Wuhlheide,12459,Fernwärme,406473,53505,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1782,1782,Schule an der Wuhlheide,12459,Strom,44238,6819,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1783,1783,Schule an der Wuhlheide,12459,Fernwärme,254614,16295,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1784,1784,Schule in der Köllnischen Vorstadt,12557,Erdgas,649300,53400,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1785,1785,Segelsportanlage Müggelseedamm,12587,Erdgas,135781,40411,Treptow - Kopernick,2019,Sport,,,,,,,,,,,,
1786,1786,Sonnenblumen-Schule,12437,Erdgas,128739,6012,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1787,1787,Sonnenblumen-Schule,12437,Erdgas,700692,45638,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1788,1788,Sophie-Brahe-Schule,12435,Fernwärme,796026,146800,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1789,1789,Sophie-Brahe-Schule (Filiale),12435,Fernwärme,133650,18460,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1790,1790,Sozio-Kulturelles-Zentrum Ratz-Fatz,12439,Erdgas,121199,10033,Treptow - Kopernick,2019,Kultur,,,,,,,,,,,,
1791,1791,Sportamt / Leistungszentrum Rudern,12527,Erdgas,1801134,456296,Treptow - Kopernick,2019,Sport,,,,,,,,,,,,
1792,1792,"Sportanlage ""Zur Uferbahn""",12527,Heizöl,454916,59310,Treptow - Kopernick,2019,Sport,,,,,,,,,,,,
1793,1793,Sportanlage Fritz Lesch,12489,Erdgas,116823,20855,Treptow - Kopernick,2019,Sport,,,,,,,,,,,,
1794,1794,Sportanlage Köpenicker Landstraße,12437,Erdgas,294023,55123,Treptow - Kopernick,2019,Sport,,,,,,,,,,,,
1795,1795,Sportanlage Neue Krugallee,12437,Fernwärme,191758,33608,Treptow - Kopernick,2019,Sport,,,,,,,,,,,,
1796,1796,Sportanlage Sterndamm,12487,Fernwärme,46745,1777,Treptow - Kopernick,2019,Sport,,,,,,,,,,,,
1797,1797,Sporthalle Adlershof,12489,Fernwärme,295933,61250,Treptow - Kopernick,2019,Sport,,,,,,,,,,,,
1798,1798,Sporthalle Kepplerstraße,12459,Fernwärme,88639,30849,Treptow - Kopernick,2019,Sport,,,,,,,,,,,,
1799,1799,Sportplatz Allende-Viertel,12559,Fernwärme,158879,33300,Treptow - Kopernick,2019,Sport,,,,,,,,,,,,
1800,1800,Sportplatz Bruno-Bürgel-Weg,12439,Erdgas,85312,20804,Treptow - Kopernick,2019,Sport,,,,,,,,,,,,
1801,1801,Sportplatz Buntzelberg,12526,Erdgas,94720,29623,Treptow - Kopernick,2019,Sport,,,,,,,,,,,,
1802,1802,Sportplatz Eiche,12559,Erdgas,79536,4318,Treptow - Kopernick,2019,Sport,,,,,,,,,,,,
1803,1803,Sportplatz Friedrichshagen,12587,Heizöl,135610,39450,Treptow - Kopernick,2019,Sport,,,,,,,,,,,,
1804,1804,Sportplatz Hirschgartendreieck,12587,Erdgas,45505,1072,Treptow - Kopernick,2019,Sport,,,,,,,,,,,,
1805,1805,Sportplatz Hirtenfließ,12527,Erdgas,157262,25516,Treptow - Kopernick,2019,Sport,,,,,,,,,,,,
1806,1806,Sportplatz im Park Wuhlheide,12459,Nahwärme,141911,12077,Treptow - Kopernick,2019,Sport,,,,,,,,,,,,
1807,1807,Sportplatz Lahmertstr.,12527,Flüssiggas,15835,1425,Treptow - Kopernick,2019,Sport,,,,,,,,,,,,
1808,1808,Sportplatz Lohnauer Steig,12489,Erdgas,74862,22214,Treptow - Kopernick,2019,Sport,,,,,,,,,,,,
1809,1809,Sportplatz Müggelheim,12559,Erdgas,42798,22562,Treptow - Kopernick,2019,Sport,,,,,,,,,,,,
1810,1810,Sportplatz Plänterwald,12437,Strom,44600,7155,Treptow - Kopernick,2019,Sport,,,,,,,,,,,,
1811,1811,Sportplatz Segelfliegerdamm,12487,Fernwärme,86690,25315,Treptow - Kopernick,2019,Sport,,,,,,,,,,,,
1812,1812,Sportplatz Wendenschloßstraße,12557,Fernwärme,167336,45900,Treptow - Kopernick,2019,Sport,,,,,,,,,,,,
1813,1813,Sportstadion Wilhelm Fahle,12589,Erdgas,61825,12213,Treptow - Kopernick,2019,Sport,,,,,,,,,,,,
1814,1814,Stadion Altglienicke,12524,Erdgas,123674,18773,Treptow - Kopernick,2019,Other,,,,,,,,,,,,
1815,1815,Strandbad Müggelsee,12589,Erdgas,229270,115646,Treptow - Kopernick,2019,Other,,,,,,,,,,,,
1816,1816,Treptow Kolleg,12437,Erdgas,1262736,74265,Treptow - Kopernick,2019,Other,,,,,,,,,,,,
1817,1817,Uhlenhorst-Schule,12555,Erdgas,732034,60900,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1818,1818,Volkshochschule,12437,Erdgas,587511,99089,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1819,1819,Wendenschloß-Schule,12557,Erdgas,693541,44615,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1820,1820,Werkhof,12459,Flüssiggas,128224,1006,Treptow - Kopernick,2019,Other,,,,,,,,,,,,
1821,1821,Werkstattschule,12459,Fernwärme,579431,53250,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1822,1822,Wilhelm-Bölsche-Schule,12587,Fernwärme,763200,80841,Treptow - Kopernick,2019,Schule,,,,,,,,,,,,
1823,1823,Wirtschaftshof,12459,Erdgas,210222,8920,Treptow - Kopernick,2019,Other,,,,,,,,,,,,
1824,1824,Jugendfreizeit,13125,Fernwärme,130807,38200,Pankow,2019,Platz,,,,,,,,,,,,
1825,1825,Grundschule im Panketal,13125,Fernwärme,924890,99478,Pankow,2019,Schule,,,,,,,,,,,,
1826,1826,Robert-Havemann-Schule,13125,Fernwärme,1923535,513241,Pankow,2019,Schule,,,,,,,,,,,,
1827,1827,Grundschule unter den Bäumen,13129,Gas,594890,78250,Pankow,2019,Schule,,,,,,,,,,,,
1828,1828,"Verwaltungsgebäude/Blumenhalle/
Feierhalle/Garagen",13156,other,158484,0,Pankow,2019,Other,,,,,,,,,,,,
1829,1829,"Musikschule, Hauptgebäude",13187,Gas,164848,688,Pankow,2019,Schule,,,,,,,,,,,,
1830,1830,"Kita, fr. Tr.",13086,Gas,127785,37880,Pankow,2019,Schule,,,,,,,,,,,,
1831,1831,Grundschule am Weißen See,13086,Gas,603957,27550,Pankow,2019,Schule,,,,,,,,,,,,
1832,1832,Standesamt,13086,Gas,0,8755,Pankow,2019,Other,,,,,,,,,,,,
1833,1833,Revier- /Gärtnerstützpunkt,10407,Gas,31960,8755,Pankow,2019,Other,,,,,,,,,,,,
1834,1834,Brunnen Greifswalder Straße/Anton- Saefkow-Straße (Knabe mit Fisch),10407,Fernwärme,0,3989,Pankow,2019,Platz,,,,,,,,,,,,
1835,1835,Schule am Birkenhof,13127,Fernwärme,688967,138741,Pankow,2019,Schule,,,,,,,,,,,,
1836,1836,Wegebeleuchtung Grünanlage,13129,Fernwärme,0,12919,Pankow,2019,Platz,,,,,,,,,,,,
1837,1837,Grundschule Alt-Karow,13129,Gas,684464,67860,Pankow,2019,Schule,,,,,,,,,,,,
1838,1838,MUR,13129,Strom,0,34604,Pankow,2019,Other,,,,,,,,,,,,
1839,1839,"Wasserturm Belforter Straße
(Großer Wasserspeicher)",10405,Fernwärme,0,550,Pankow,2019,Other,,,,,,,,,,,,
1840,1840,Dienstgebäude,13088,Gas,529268,39101,Pankow,2019,Other,,,,,,,,,,,,
1841,1841,Dienstgebäude,13088,Fernwärme,979273,303326,Pankow,2019,Other,,,,,,,,,,,,
1842,1842,Sportfunktionsgebäude,13189,Fernwärme,113448,10225,Pankow,2019,Sport,,,,,,,,,,,,
1843,1843,Weiterbildung/Musikschule,13189,Fernwärme,82572,4279,Pankow,2019,Schule,,,,,,,,,,,,
1844,1844,Spielhaus,13127,Fernwärme,14564,5217,Pankow,2019,Kultur,,,,,,,,,,,,
1845,1845,Jugendfreizeit,13127,Fernwärme,75126,10390,Pankow,2019,Platz,,,,,,,,,,,,
1846,1846,Rosa-Luxemburg-Gymnasium,13189,Fernwärme,0,15246,Pankow,2019,Sport,,,,,,,,,,,,
1847,1847,Rosa-Luxemburg-Gymnasium,13189,Fernwärme,119212,4287,Pankow,2019,Sport,,,,,,,,,,,,
1848,1848,Rosa-Luxemburg-Gymnasium,13189,Gas,199709,12055,Pankow,2019,Sport,,,,,,,,,,,,
1849,1849,Kleine Galerie Pankow,13187,Fernwärme,0,9819,Pankow,2019,Kultur,,,,,,,,,,,,
1850,1850,Klecks-Grundschule,13187,Wärmepumpe,0,26396,Pankow,2019,Schule,,,,,,,,,,,,
1851,1851,Klecks-Grundschule,13187,Gas,353179,49600,Pankow,2019,Schule,,,,,,,,,,,,
1852,1852,Grundschule im Moselviertel,13088,Fernwärme,431272,75799,Pankow,2019,Schule,,,,,,,,,,,,
1853,1853,Elisabeth-Christinen-Grundschule,13156,Gas,916225,30900,Pankow,2019,Schule,,,,,,,,,,,,
1854,1854,Friedhof,13156,Flüssiggas,4929,4132,Pankow,2019,Denkmal,,,,,,,,,,,,
1855,1855,Sportanlage,13158,Fernwärme,32876,75029,Pankow,2019,Sport,,,,,,,,,,,,
1856,1856,Tennisanlage,13088,Gas,46962,0,Pankow,2019,Other,,,,,,,,,,,,
1857,1857,Tanzhaus,13088,Fernwärme,55378,6192,Pankow,2019,Kultur,,,,,,,,,,,,
1858,1858,Sportfunktionsgebäude,13127,Gas,128929,34070,Pankow,2019,Sport,,,,,,,,,,,,
1859,1859,Jugendfreizeit,13086,Flüssiggas,176246,15807,Pankow,2019,Platz,,,,,,,,,,,,
1860,1860,Grundschule im Hasengrund,13156,Gas,747935,72200,Pankow,2019,Schule,,,,,,,,,,,,
1861,1861,Hasengrund-Schule (TH),13156,Gas,83602,86627,Pankow,2019,Schule,,,,,,,,,,,,
1862,1862,Wegbeleuchtung Kolonie Einigkeit,13158,Strom,0,5279,Pankow,2019,Platz,,,,,,,,,,,,
1863,1863,"Grundschule an der
Marie/Musikschule Weißensee",10405,Gas,721867,153257,Pankow,2019,Schule,,,,,,,,,,,,
1864,1864,"Friedhof, Feierhalle",13127,Gas,73185,4984,Pankow,2019,Denkmal,,,,,,,,,,,,
1865,1865,Tesla-Schule,10407,Fernwärme,0,1438,Pankow,2019,Schule,,,,,,,,,,,,
1866,1866,MEB,10407,Fernwärme,47872,15,Pankow,2019,Other,,,,,,,,,,,,
1867,1867,Gymnasium am Europasportpark,10407,Fernwärme,1090404,215434,Pankow,2019,Sport,,,,,,,,,,,,
