level_0,index,facility,plz,heat_supply,heat_consumption,power_consumption,district,year,facility_type,District_Overview,Heat_Consumption_per_District,Year_Overview,Facility_Type_Overview,District_Detail,Power_Consumption_District_Facility_Type_Year,District_Results,Power_Consumption_per_District,Facility_type_Overview,power_consumption,Facility_Type_Results,Heat_Consumption_per_Facility_Type
1868,1868,Jugendfreizeiteinrichtung,10409,Fernwärme,65192,5657,Pankow,2019,Platz,,,,,,,,,,,,
1869,1869,Grundschule im Hofgarten,10409,Gas,595668,45750,Pankow,2019,Schule,,,,,,,,,,,,
1870,1870,"Werkhof, Halle mit Sozialtrakt",13088,Gas,222844,114677,Pankow,2019,Other,,,,,,,,,,,,
1871,1871,Dienstgebäude,13088,Gas,227097,96901,Pankow,2019,Other,,,,,,,,,,,,
1872,1872,Kleiner Wasserspeicher,10405,Fernwärme,0,2500,Pankow,2019,Other,,,,,,,,,,,,
1873,1873,Sporthalle,10407,Strom,0,8237,Pankow,2019,Sport,,,,,,,,,,,,
1874,1874,Sportanlage,13158,Gas,169843,46658,Pankow,2019,Sport,,,,,,,,,,,,
1875,1875,"Kita, fr. Tr.",13158,Gas,422714,53700,Pankow,2019,Schule,,,,,,,,,,,,
1876,1876,"Beleuchtung Kunststehle
Dietzgenstraße",13158,Fernwärme,0,500,Pankow,2019,Platz,,,,,,,,,,,,
1877,1877,Max-Delbrück-Gymnasium,13158,Fernwärme,0,56871,Pankow,2019,Sport,,,,,,,,,,,,
1878,1878,Janusz-Korczak-Schule,13187,Gas,542144,72984,Pankow,2019,Schule,,,,,,,,,,,,
1879,1879,Sportzentrum,10439,Fernwärme,0,5179,Pankow,2019,Sport,,,,,,,,,,,,
1880,1880,Heinrich-Schliemann-Gymnasium,10439,Gas,1349147,229424,Pankow,2019,Sport,,,,,,,,,,,,
1881,1881,Käthe-Kollwitz-Gymnasium,10439,other,791027,119285,Pankow,2019,Sport,,,,,,,,,,,,
1882,1882,"Kita, fr. Tr.",13187,Fernwärme,223267,0,Pankow,2019,Schule,,,,,,,,,,,,
1883,1883,Revier- /Gärtnerstützpunkt,10247,Fernwärme,5435,1373,Pankow,2019,Other,,,,,,,,,,,,
1884,1884,Hockeyplatz,10405,Fernwärme,0,14500,Pankow,2019,Platz,,,,,,,,,,,,
1885,1885,Grundschule am Planetarium,10405,Fernwärme,488349,75950,Pankow,2019,Schule,,,,,,,,,,,,
1886,1886,"Wilhelm-von-Humboldt-
Gemeinschaftsschule",10439,Gas/Fernwärme,705003,96850,Pankow,2019,Schule,,,,,,,,,,,,
1887,1887,Marianne-Buggenhagen-Schule,13125,Fernwärme,825185,246894,Pankow,2019,Schule,,,,,,,,,,,,
1888,1888,Trelleborg-Schule,13189,Fernwärme,938398,48500,Pankow,2019,Schule,,,,,,,,,,,,
1889,1889,"Kita, fr. Tr.",13189,Fernwärme,215342,42450,Pankow,2019,Schule,,,,,,,,,,,,
1890,1890,Trelleborg-Schule,13189,Fernwärme,0,55150,Pankow,2019,Schule,,,,,,,,,,,,
1891,1891,Kinder Klub Die 7,10407,Gas,27151,2620,Pankow,2019,Other,,,,,,,,,,,,
1892,1892,"Felix-Mendelssohn-Bartholdy-
Gymnasium",10407,Gas,798898,111736,Pankow,2019,Sport,,,,,,,,,,,,
1893,1893,Ausweichstandort z. Zt. für 03G17,13088,Fernwärme,700565,88500,Pankow,2019,Other,,,,,,,,,,,,
1894,1894,Revier-/ Gärtnerstützpunkt,13189,Gas,29775,2321,Pankow,2019,Other,,,,,,,,,,,,
1895,1895,Vereinsheim,13189,Gas,14208,27725,Pankow,2019,Other,,,,,,,,,,,,
1896,1896,Beratungshaus,13125,Fernwärme,107988,28815,Pankow,2019,Kultur,,,,,,,,,,,,
1897,1897,Haus 1,13125,Fernwärme,269671,9630,Pankow,2019,Kultur,,,,,,,,,,,,
1898,1898,"GAS / SUZ, Bungalow (alt Nr.1)",13187,Gas,452097,19327,Pankow,2019,Other,,,,,,,,,,,,
1899,1899,Panke-Schule,13187,Gas/Fernwärme,227949,45049,Pankow,2019,Schule,,,,,,,,,,,,
1900,1900,Revier-/ Gärtnerstützpunkt,10409,Fernwärme,13164,0,Pankow,2019,Other,,,,,,,,,,,,
1901,1901,"Friedhof, Feierhalle",13156,Gas,51122,0,Pankow,2019,Denkmal,,,,,,,,,,,,
1902,1902,Jugendfreizeit,13129,Gas,43945,7419,Pankow,2019,Platz,,,,,,,,,,,,
1903,1903,Schule am Falkplatz,10437,Gas/Fernwärme,1070501,227790,Pankow,2019,Schule,,,,,,,,,,,,
1904,1904,Grundschule Wilhelmsruh,10409,Fernwärme,91673,11713,Pankow,2019,Schule,,,,,,,,,,,,
1905,1905,Carl-von-Ossietzky-Gymnasium,13187,other,887144,219775,Pankow,2019,Sport,,,,,,,,,,,,
1906,1906,Picasso-Grundschule,13088,Fernwärme,526684,163000,Pankow,2019,Schule,,,,,,,,,,,,
1907,1907,Hauptgebäude,13156,Gas,42911,8121,Pankow,2019,Other,,,,,,,,,,,,
1908,1908,Thomas-Mann-Grundschule,10437,Gas,622624,122372,Pankow,2019,Schule,,,,,,,,,,,,
1909,1909,Kurt-Schwitters-Schule,10405,other,1635065,260271,Pankow,2019,Schule,,,,,,,,,,,,
1910,1910,"Freilichtbühne Weißensee ab
01.05.2010 -30.09.2010 Lifo",13086,Fernwärme,0,4200,Pankow,2019,Other,,,,,,,,,,,,
1911,1911,"Revier-/ Gärtnerstützpunkt,
Container, Tanklager",13086,Gas,62854,108244,Pankow,2019,Other,,,,,,,,,,,,
1912,1912,Elizabeth-Shaw-Grundschule,13187,Fernwärme,481046,138149,Pankow,2019,Schule,,,,,,,,,,,,
1913,1913,Elizabeth-Shaw-Grundschule,13187,Fernwärme,64062,0,Pankow,2019,Schule,,,,,,,,,,,,
1914,1914,Verwaltungsgebäude,13187,Fernwärme,451692,63400,Pankow,2019,Other,,,,,,,,,,,,
1915,1915,Schule,10439,Fernwärme,457248,119312,Pankow,2019,Schule,,,,,,,,,,,,
1916,1916,"Kita ""Raupe Nimmersatt"" ab
01.01.2006 vermietet an Jugendwerk Aufbau Ost JAO gGmbH",10247,Fernwärme,60184,0,Pankow,2019,Schule,,,,,,,,,,,,
1917,1917,Schule am Hamburger Platz,13086,Fernwärme,323182,77677,Pankow,2019,Schule,,,,,,,,,,,,
1918,1918,Hagenbeck-Schule,13086,Fernwärme,448584,104048,Pankow,2019,Schule,,,,,,,,,,,,
1919,1919,Hagenbeck-Schule,13086,Fernwärme,77511,20023,Pankow,2019,Schule,,,,,,,,,,,,
1920,1920,Jugendfreizeiteinrichtung,13187,Gas,185932,12682,Pankow,2019,Platz,,,,,,,,,,,,
1921,1921,"Beleuchtung Parkanlage
(Arboretum)",13125,Fernwärme,0,210,Pankow,2019,Platz,,,,,,,,,,,,
1922,1922,Gustave-Eiffel-Schule,10409,Fernwärme,897158,102950,Pankow,2019,Schule,,,,,,,,,,,,
1923,1923,Sportzentrum,10409,Fernwärme,68816,22984,Pankow,2019,Sport,,,,,,,,,,,,
1924,1924,SpA,13088,Gas,46962,75200,Pankow,2019,Other,,,,,,,,,,,,
1925,1925,Verwaltungsgebäude,13088,Fernwärme,735096,139662,Pankow,2019,Other,,,,,,,,,,,,
1926,1926,"Kita, fr. Tr.",10407,Fernwärme,193722,0,Pankow,2019,Schule,,,,,,,,,,,,
1927,1927,Beleuchtung Anlage Blankenburg,13086,Fernwärme,0,22120,Pankow,2019,Platz,,,,,,,,,,,,
1928,1928,Beleuchtung Anlage Blankenburg,13086,Fernwärme,0,48524,Pankow,2019,Platz,,,,,,,,,,,,
1929,1929,Kultureinrichtung Brotfabrik,13086,Gas,190495,37129,Pankow,2019,Other,,,,,,,,,,,,
1930,1930,Heinrich-Roller-Grundschule,10405,Gas,715891,179679,Pankow,2019,Schule,,,,,,,,,,,,
1931,1931,Trafohaus,10437,Fernwärme,167,0,Pankow,2019,Kultur,,,,,,,,,,,,
1932,1932,Rudolf-Dörrier-Grundschule,13156,Gas,234730,55500,Pankow,2019,Schule,,,,,,,,,,,,
1933,1933,SpA,13156,Gas,101238,42600,Pankow,2019,Other,,,,,,,,,,,,
1934,1934,Schießsportanlage,13156,Gas,174830,15700,Pankow,2019,Sport,,,,,,,,,,,,
1935,1935,Brunnenanlage Schmiedebankplatz,13125,Fernwärme,0,2,Pankow,2019,Platz,,,,,,,,,,,,
1936,1936,Jugendfreizeit,10409,Gas/Fernwärme,39387,36400,Pankow,2019,Platz,,,,,,,,,,,,
1937,1937,Bornholmer Grundschule,10439,Gas,1573566,149003,Pankow,2019,Schule,,,,,,,,,,,,
1938,1938,"Abenteuerspielplatz,Spielhaus
Karow",13125,Gas,11604,3801,Pankow,2019,Platz,,,,,,,,,,,,
1939,1939,Bötzow-Grundschule,10407,Fernwärme,338404,92500,Pankow,2019,Schule,,,,,,,,,,,,
1940,1940,"Kita, fr. Tr.",13125,Fernwärme,62719,0,Pankow,2019,Schule,,,,,,,,,,,,
1941,1941,Sportjugendclub Buch,13125,Fernwärme,89272,10302,Pankow,2019,Sport,,,,,,,,,,,,
1942,1942,Hauptgebäude,13125,Fernwärme,339762,17850,Pankow,2019,Other,,,,,,,,,,,,
1943,1943,"Friedhof, Revier-/
Gärtnerstützpunkt",10435,Gas,18659,15985,Pankow,2019,Denkmal,,,,,,,,,,,,
1944,1944,Grundschule in Rosenthal,10119,Fernwärme,74466,17993,Pankow,2019,Schule,,,,,,,,,,,,
1945,1945,Grundschule in Rosenthal,10119,Fernwärme,403674,61200,Pankow,2019,Schule,,,,,,,,,,,,
1946,1946,Prater,10435,Gas,17767,33400,Pankow,2019,Other,,,,,,,,,,,,
1947,1947,Rosa-Luxemburg-Gymnasium,13189,Gas,518647,145498,Pankow,2019,Sport,,,,,,,,,,,,
1948,1948,Panke-Schule,13187,Gas,121619,3772,Pankow,2019,Schule,,,,,,,,,,,,
1949,1949,Grundschule am Kollwitzplatz,10435,Gas,507620,131550,Pankow,2019,Schule,,,,,,,,,,,,
1950,1950,Grundschule am Kollwitzplatz,10435,Gas,479358,85900,Pankow,2019,Schule,,,,,,,,,,,,
1951,1951,Gymnasium am Europasportpark,10407,Fernwärme,257765,0,Pankow,2019,Sport,,,,,,,,,,,,
1952,1952,Revier- /Gärtnerstützpunkt,10407,Fernwärme,998613,0,Pankow,2019,Other,,,,,,,,,,,,
1953,1953,"Sportzentrum, Turnhalle",10405,Gas,211087,23100,Pankow,2019,Sport,,,,,,,,,,,,
1954,1954,Max-Delbrück-Gymnasium,13156,Gas,154459,12081,Pankow,2019,Sport,,,,,,,,,,,,
1955,1955,Max-Delbrück-Gymnasium,13156,Gas,1391676,87950,Pankow,2019,Sport,,,,,,,,,,,,
1956,1956,"Frischemarkt Antonplatz
(Langhansstraße)",13086,Fernwärme,0,11205,Pankow,2019,Platz,,,,,,,,,,,,
1957,1957,Heinz-Brandt-Schule,13086,Gas,668459,126351,Pankow,2019,Schule,,,,,,,,,,,,
1958,1958,Jugendfreizeit,13086,Gas,159977,15800,Pankow,2019,Platz,,,,,,,,,,,,
1959,1959,Grundschule Wilhelmsruh,13158,Wärmepumpe,0,19743,Pankow,2019,Schule,,,,,,,,,,,,
1960,1960,Grundschule Wilhelmsruh,13158,Fernwärme,401841,69903,Pankow,2019,Schule,,,,,,,,,,,,
1961,1961,N.N.,13156,Fernwärme,467702,26950,Pankow,2019,Other,,,,,,,,,,,,
1962,1962,"Musikschule ""Leo Spies""",10437,Gas,119055,0,Pankow,2019,Schule,,,,,,,,,,,,
1963,1963,Jugendfreizeit,10437,Fernwärme,33340,27350,Pankow,2019,Platz,,,,,,,,,,,,
1964,1964,Jugendfreizeit,13088,Gas,59450,9964,Pankow,2019,Platz,,,,,,,,,,,,
1965,1965,Jugendfreizeiteinrichtung,13088,Gas,87637,11363,Pankow,2019,Platz,,,,,,,,,,,,
1966,1966,Hauptgebäude,13156,Gas,138136,9720,Pankow,2019,Other,,,,,,,,,,,,
1967,1967,"Kita, fr. Tr.",10409,Fernwärme,295945,0,Pankow,2019,Schule,,,,,,,,,,,,
1968,1968,Spielhaus,10405,Gas,18837,6237,Pankow,2019,Kultur,,,,,,,,,,,,
1969,1969,Jugendfreizeit,13086,Gas,16782,2923,Pankow,2019,Platz,,,,,,,,,,,,
1970,1970,MEB,10405,Fernwärme,43228,0,Pankow,2019,Other,,,,,,,,,,,,
1971,1971,Helene-Haeusler-Schule,10405,Fernwärme,847935,224390,Pankow,2019,Schule,,,,,,,,,,,,
1972,1972,"47. Schule und Schule an der
Strauchwiese",13187,Fernwärme,371609,86450,Pankow,2019,Schule,,,,,,,,,,,,
1973,1973,12-MEB,13187,Fernwärme,85309,14197,Pankow,2019,Other,,,,,,,,,,,,
1974,1974,Sporthalle1,13088,Fernwärme,47736,35561,Pankow,2019,Sport,,,,,,,,,,,,
1975,1975,Jugendfreizeit,13187,Gas,144451,44150,Pankow,2019,Platz,,,,,,,,,,,,
1976,1976,"Kita, fr. Tr.",13125,Fernwärme,144911,0,Pankow,2019,Schule,,,,,,,,,,,,
1977,1977,Reinhold-Burger-Schule,13187,Fernwärme,725723,123356,Pankow,2019,Schule,,,,,,,,,,,,
1978,1978,"Jugendberatungshaus
Pankow#seit 2012 keine Nutzung",13187,Fernwärme,0,16050,Pankow,2019,Kultur,,,,,,,,,,,,
1979,1979,Rathaus Pankow,13187,Gas,1182652,429374,Pankow,2019,Kultur,,,,,,,,,,,,
1980,1980,Jugendkunstschule,13187,Fernwärme,810414,67186,Pankow,2019,Schule,,,,,,,,,,,,
1981,1981,Rosa-Luxemburg-Gymnasium,13189,Fernwärme,60087,12055,Pankow,2019,Sport,,,,,,,,,,,,
1982,1982,Grundschule Wolkenstein,13189,Fernwärme,425535,65840,Pankow,2019,Schule,,,,,,,,,,,,
1983,1983,Kurt-Tucholsky-Schule,13189,Fernwärme,207396,25373,Pankow,2019,Schule,,,,,,,,,,,,
1984,1984,Kurt-Tucholsky-Schule,13189,Fernwärme,700106,187100,Pankow,2019,Schule,,,,,,,,,,,,
1985,1985,Jugendfreizeit,10437,Gas,60572,19014,Pankow,2019,Platz,,,,,,,,,,,,
1986,1986,Hauptgebäude,13129,Gas,172990,9750,Pankow,2019,Other,,,,,,,,,,,,
1987,1987,"Plansche am Weißen See (Park am
Weißen See)",13129,Fernwärme,0,1854,Pankow,2019,Platz,,,,,,,,,,,,
1988,1988,Homer-Grundschule,10407,Fernwärme,789197,106691,Pankow,2019,Schule,,,,,,,,,,,,
1989,1989,"Felix-Mendelssohn-Bartholdy-
Gymnasium",10407,Fernwärme,651243,89140,Pankow,2019,Sport,,,,,,,,,,,,
1990,1990,Jugendfreizeit,10407,Fernwärme,23646,3557,Pankow,2019,Platz,,,,,,,,,,,,
1991,1991,"Beleuchtung Kunststehle Pastor-
Niemöller-Platz",13156,Fernwärme,0,500,Pankow,2019,Platz,,,,,,,,,,,,
1992,1992,Jugendfreizeit,13187,Fernwärme,0,22250,Pankow,2019,Platz,,,,,,,,,,,,
1993,1993,Jugendwohnheim,13187,Gas,2009,6077,Pankow,2019,Other,,,,,,,,,,,,
1994,1994,SpA,13187,Gas,100122,54300,Pankow,2019,Other,,,,,,,,,,,,
1995,1995,Paul-Lincke-Grundschule,10409,Fernwärme,461090,84450,Pankow,2019,Schule,,,,,,,,,,,,
1996,1996,Paul-Lincke-Grundschule,10409,Fernwärme,74058,19964,Pankow,2019,Schule,,,,,,,,,,,,
1997,1997,Primo-Levi-Gymnasium,13086,Gas,1133684,100354,Pankow,2019,Sport,,,,,,,,,,,,
1998,1998,Volkshochschule und Bibliothek,10405,Gas,721070,94559,Pankow,2019,Schule,,,,,,,,,,,,
1999,1999,Atelierhaus Prenzlauer Promenade,13086,Gas,0,3405,Pankow,2019,Kultur,,,,,,,,,,,,
2000,2000,Sporthalle,13088,Fernwärme,82916,10145,Pankow,2019,Sport,,,,,,,,,,,,
2001,2001,SpA,13086,Gas,829116,172558,Pankow,2019,Other,,,,,,,,,,,,
2002,2002,SpA,13088,Gas,19591,22411,Pankow,2019,Other,,,,,,,,,,,,
2003,2003,"Kita, fr. Tr.",13088,Gas,0,1659,Pankow,2019,Schule,,,,,,,,,,,,
2004,2004,Friedhof,13088,Gas,63258,19479,Pankow,2019,Denkmal,,,,,,,,,,,,
2005,2005,"Sportplatz und -anlage Röländer
Straße/Brunnen",13125,Fernwärme,0,14897,Pankow,2019,Sport,,,,,,,,,,,,
2006,2006,"Kita, fr. Tr.",13125,Fernwärme,132877,20526,Pankow,2019,Schule,,,,,,,,,,,,
2007,2007,Konrad-Duden-Schule,13125,Fernwärme,107714,13063,Pankow,2019,Schule,,,,,,,,,,,,
2008,2008,Konrad-Duden-Schule,13125,Fernwärme,289464,96850,Pankow,2019,Schule,,,,,,,,,,,,
2009,2009,Friedhof,13089,Gas,15880,11246,Pankow,2019,Denkmal,,,,,,,,,,,,
2010,2010,Container,13159,Fernwärme,0,24309,Pankow,2019,Other,,,,,,,,,,,,
2011,2011,Tesla-Schule,10407,Fernwärme,116704,53600,Pankow,2019,Schule,,,,,,,,,,,,
2012,2012,Tesla-Schule,10407,Fernwärme,707865,59550,Pankow,2019,Schule,,,,,,,,,,,,
2013,2013,Jugendfreizeit,10405,Gas,45916,33700,Pankow,2019,Platz,,,,,,,,,,,,
2014,2014,Carl-Humann-Grundschule,10439,Fernwärme,526966,116700,Pankow,2019,Schule,,,,,,,,,,,,
2015,2015,Grundschule am Senefelderplatz,10435,Gas,1459956,173897,Pankow,2019,Schule,,,,,,,,,,,,
2016,2016,Volkshochschule,13187,Fernwärme,211923,31432,Pankow,2019,Schule,,,,,,,,,,,,
2017,2017,Friedhof,13125,other,48296,11105,Pankow,2019,Denkmal,,,,,,,,,,,,
2018,2018,"Kinderbauernhof, Spielhaus",10437,Gas,40596,10441,Pankow,2019,Kultur,,,,,,,,,,,,
2019,2019,Grundschule im Eliashof,10437,Gas,758040,125584,Pankow,2019,Schule,,,,,,,,,,,,
2020,2020,Vereinsunterkunft (Weinfeld),10407,Fernwärme,0,1021,Pankow,2019,Other,,,,,,,,,,,,
2021,2021,Picasso-Grundschule,13088,Gas,496382,35850,Pankow,2019,Schule,,,,,,,,,,,,
2022,2022,Jugendmedienclub,10437,Gas,48314,7367,Pankow,2019,Other,,,,,,,,,,,,
2023,2023,Mendel-Grundschule,13187,Wärmepumpe,16567,18252,Pankow,2019,Schule,,,,,,,,,,,,
2024,2024,Mendel-Grundschule,13187,Fernwärme,768538,52200,Pankow,2019,Schule,,,,,,,,,,,,
2025,2025,Grundstück/Fuhrpark,10407,Fernwärme,0,75,Pankow,2019,Platz,,,,,,,,,,,,
2026,2026,SpA,13156,Gas,60619,13456,Pankow,2019,Other,,,,,,,,,,,,
2027,2027,JVS,13158,Gas,52919,8846,Pankow,2019,Other,,,,,,,,,,,,
2028,2028,Georg-Zacharias-Grundschule,13088,Fernwärme,296757,89700,Pankow,2019,Schule,,,,,,,,,,,,
2029,2029,Grundschule im Blumenviertel,10407,Fernwärme,437412,85650,Pankow,2019,Schule,,,,,,,,,,,,
2030,2030,Schule am Teutoburger Platz,10119,Gas,449988,103553,Pankow,2019,Schule,,,,,,,,,,,,
2031,2031,Bürgerzentrum,10409,Fernwärme,0,11300,Pankow,2019,Kultur,,,,,,,,,,,,
2032,2032,Hort,10409,Fernwärme,217679,21471,Pankow,2019,Other,,,,,,,,,,,,
2033,2033,Grundschule am Wasserturm,13089,Wärmepumpe,0,22620,Pankow,2019,Schule,,,,,,,,,,,,
2034,2034,Grundschule am Wasserturm,13089,Gas,307934,53800,Pankow,2019,Schule,,,,,,,,,,,,
2035,2035,Nachbarschaftszentrum,13158,Fernwärme,119191,12900,Pankow,2019,Kultur,,,,,,,,,,,,
2036,2036,Brunnen,10119,Fernwärme,0,1,Pankow,2019,Platz,,,,,,,,,,,,
2037,2037,"Friedhof, Revier-/
Gärtnerstützpunkt",13158,Flüssiggas,21419,2560,Pankow,2019,Denkmal,,,,,,,,,,,,
2038,2038,JFE und Kita,13189,Fernwärme,218031,32693,Pankow,2019,Schule,,,,,,,,,,,,
2039,2039,Revier- /Gärtnerstützpunkt,13156,Gas,41234,10488,Pankow,2019,Other,,,,,,,,,,,,
2040,2040,SpA,13158,Fernwärme,0,24990,Pankow,2019,Other,,,,,,,,,,,,
2041,2041,Brunnen,13158,Fernwärme,0,4141,Pankow,2019,Platz,,,,,,,,,,,,
2042,2042,Hufeland-Schule,13125,Fernwärme,0,29735,Pankow,2019,Schule,,,,,,,,,,,,
2043,2043,Hufeland-Schule,13125,Fernwärme,894620,93974,Pankow,2019,Schule,,,,,,,,,,,,
2044,2044,Wegbeleuchtung Kolonie Einigkeit,13158,Fernwärme,0,7970,Pankow,2019,Platz,,,,,,,,,,,,
2045,2045,Wegbeleuchtung Kolonie Einigkeit,13158,Fernwärme,0,5842,Pankow,2019,Platz,,,,,,,,,,,,
2046,2046,"Kita, fr. Tr.",10439,Fernwärme,249234,55336,Pankow,2019,Schule,,,,,,,,,,,,
2047,2047,"Kita, fr. Tr.",13158,Fernwärme,157550,0,Pankow,2019,Schule,,,,,,,,,,,,
2048,2048,bauliche Anlage Plansche,13187,Fernwärme,0,4277,Pankow,2019,Platz,,,,,,,,,,,,
2049,2049,Revier- /Gärtnerstützpunkt,13187,Fernwärme,20906,30960,Pankow,2019,Other,,,,,,,,,,,,
2050,2050,Grundschule an den Buchen,13156,Fernwärme,258920,69100,Pankow,2019,Schule,,,,,,,,,,,,
2051,2051,JFE,13125,Gas,81654,23144,Pankow,2019,Other,,,,,,,,,,,,
2052,2052,Grundschule Am Sandhaus,13125,Fernwärme,476390,94000,Pankow,2019,Schule,,,,,,,,,,,,
2053,2053,Sporthalle,13125,Fernwärme,137287,0,Pankow,2019,Sport,,,,,,,,,,,,
2054,2054,Jugendfreizeit,13125,Fernwärme,0,1,Pankow,2019,Platz,,,,,,,,,,,,
2055,2055,Jugendfreizeit,10409,Gas,286432,30100,Pankow,2019,Platz,,,,,,,,,,,,
2056,2056,Primo-Levi-Gymnasium,13086,Gas,277682,68600,Pankow,2019,Sport,,,,,,,,,,,,
2057,2057,Primo-Levi-Gymnasium,13086,Gas,685498,84326,Pankow,2019,Sport,,,,,,,,,,,,
2058,2058,"Buch IV, Hauptgebäude",13125,Fernwärme,50842,26245,Pankow,2019,Other,,,,,,,,,,,,
2059,2059,Arnold-Zweig-Grundschule,13187,Fernwärme,810414,97600,Pankow,2019,Schule,,,,,,,,,,,,
2060,2060,Platzhaus Teuteburger Platz,10119,Gas,11521,1684,Pankow,2019,Platz,,,,,,,,,,,,
2061,2061,Jugendfreizeit,13125,Fernwärme,135169,34650,Pankow,2020,Platz,,,,,,,,,,,,
2062,2062,Grundschule im Panketal,13125,Fernwärme,905916,87023,Pankow,2020,Schule,,,,,,,,,,,,
2063,2063,Robert-Havemann-Schule,13125,Fernwärme,1985010,453154,Pankow,2020,Schule,,,,,,,,,,,,
2064,2064,Grundschule unter den Bäumen,13129,Gas,556674,58600,Pankow,2020,Schule,,,,,,,,,,,,
2065,2065,"Verwaltungsgebäude/Blumenhalle/
Feierhalle/Garagen",13156,other,30171,0,Pankow,2020,Other,,,,,,,,,,,,
2066,2066,"Musikschule, Hauptgebäude",13187,Gas,142888,653,Pankow,2020,Schule,,,,,,,,,,,,
2067,2067,"Kita, fr. Tr.",13086,Gas,84288,36936,Pankow,2020,Schule,,,,,,,,,,,,
2068,2068,Grundschule am Weißen See,13086,Gas,616965,53000,Pankow,2020,Schule,,,,,,,,,,,,
2069,2069,Standesamt,13086,Gas,0,5158,Pankow,2020,Other,,,,,,,,,,,,
2070,2070,Revier- /Gärtnerstützpunkt,10407,Gas,32372,7766,Pankow,2020,Other,,,,,,,,,,,,
2071,2071,Brunnen Greifswalder Straße/Anton- Saefkow-Straße (Knabe mit Fisch),10407,Gas,0,5158,Pankow,2020,Platz,,,,,,,,,,,,
2072,2072,Schule am Birkenhof,13127,Fernwärme,677132,131736,Pankow,2020,Schule,,,,,,,,,,,,
2073,2073,Grundschule Alt-Karow,13129,Gas,588977,54820,Pankow,2020,Schule,,,,,,,,,,,,
2074,2074,"Wasserturm Belforter Straße
(Großer Wasserspeicher)",10405,Gas,0,3351,Pankow,2020,Other,,,,,,,,,,,,
2075,2075,Dienstgebäude,13088,Gas,290681,17887,Pankow,2020,Other,,,,,,,,,,,,
2076,2076,Dienstgebäude,13088,Fernwärme,1023803,296622,Pankow,2020,Other,,,,,,,,,,,,
2077,2077,Sportfunktionsgebäude,13189,Fernwärme,114699,6599,Pankow,2020,Sport,,,,,,,,,,,,
2078,2078,Weiterbildung/Musikschule,13189,Fernwärme,87963,3342,Pankow,2020,Schule,,,,,,,,,,,,
2079,2079,Spielhaus,13127,Fernwärme,14750,3413,Pankow,2020,Kultur,,,,,,,,,,,,
2080,2080,Jugendfreizeit,13127,Fernwärme,72130,10872,Pankow,2020,Platz,,,,,,,,,,,,
2081,2081,Rosa-Luxemburg-Gymnasium,13189,Fernwärme,0,6107,Pankow,2020,Sport,,,,,,,,,,,,
2082,2082,Rosa-Luxemburg-Gymnasium,13189,Fernwärme,110289,2477,Pankow,2020,Sport,,,,,,,,,,,,
2083,2083,Rosa-Luxemburg-Gymnasium,13189,Gas,190921,5170,Pankow,2020,Sport,,,,,,,,,,,,
2084,2084,Kleine Galerie Pankow,13187,Gas,0,2721,Pankow,2020,Kultur,,,,,,,,,,,,
2085,2085,Klecks-Grundschule,13187,Wärmepumpe,4429,15254,Pankow,2020,Schule,,,,,,,,,,,,
2086,2086,Klecks-Grundschule,13187,Gas,309259,0,Pankow,2020,Schule,,,,,,,,,,,,
2087,2087,Grundschule im Moselviertel,13088,Fernwärme,372007,79912,Pankow,2020,Schule,,,,,,,,,,,,
2088,2088,Elisabeth-Christinen-Grundschule,13156,Gas,945501,67000,Pankow,2020,Schule,,,,,,,,,,,,
2089,2089,Friedhof,13156,Flüssiggas,0,3545,Pankow,2020,Denkmal,,,,,,,,,,,,
2090,2090,Sportanlage,13158,Fernwärme,29820,105151,Pankow,2020,Sport,,,,,,,,,,,,
2091,2091,Tennisanlage,13088,Gas,43135,0,Pankow,2020,Other,,,,,,,,,,,,
2092,2092,Tanzhaus,13088,Fernwärme,57852,3096,Pankow,2020,Kultur,,,,,,,,,,,,
2093,2093,Remise,13088,Strom,180908,0,Pankow,2020,Other,,,,,,,,,,,,
2094,2094,Sportfunktionsgebäude,13127,Gas,41517,40499,Pankow,2020,Sport,,,,,,,,,,,,
2095,2095,Jugendfreizeit,13086,Flüssiggas,108053,13750,Pankow,2020,Platz,,,,,,,,,,,,
2096,2096,Grundschule im Hasengrund,13156,Gas,357988,41250,Pankow,2020,Schule,,,,,,,,,,,,
2097,2097,Hasengrund-Schule (TH),13156,Gas,92944,95281,Pankow,2020,Schule,,,,,,,,,,,,
2098,2098,Wegbeleuchtung Kolonie Einigkeit,13158,Strom,0,5635,Pankow,2020,Platz,,,,,,,,,,,,
2099,2099,"Grundschule an der
Marie/Musikschule Weißensee",10405,Gas,784918,134914,Pankow,2020,Schule,,,,,,,,,,,,
2100,2100,"Friedhof, Feierhalle",13127,Gas,74972,4147,Pankow,2020,Denkmal,,,,,,,,,,,,
2101,2101,MEB,13127,Fernwärme,132387,51727,Pankow,2020,Other,,,,,,,,,,,,
2102,2102,Gymnasium am Europasportpark,10407,Fernwärme,1117182,259904,Pankow,2020,Sport,,,,,,,,,,,,
2103,2103,Jugendfreizeiteinrichtung,10409,Fernwärme,49767,5911,Pankow,2020,Platz,,,,,,,,,,,,
2104,2104,Grundschule im Hofgarten,10409,Gas,541500,0,Pankow,2020,Schule,,,,,,,,,,,,
